ID,Item_ID,Datetime,Category_3,Category_2,Category_1,Price,Number_Of_Sales
29857_20140129,29857,29-01-2014,0,3,34,0.521,341
30159_20140129,30159,29-01-2014,0,5,313,0.03,121
29984_20140129,29984,29-01-2014,0,2,313,0.03,469
30160_20140129,30160,29-01-2014,0,3,313,0.034,572
30734_20140129,30734,29-01-2014,0,4,313,0.03,126
31072_20140129,31072,29-01-2014,0,1,355,1.397,37
29912_20140129,29912,29-01-2014,0,5,48,0.287,31
30295_20140129,30295,29-01-2014,0,3,48,0.354,124
31321_20140129,31321,29-01-2014,0,5,236,0.065,17
31333_20140129,31333,29-01-2014,0,1,236,0.114,164
30774_20140129,30774,29-01-2014,0,4,236,0.042,10
29797_20140129,29797,29-01-2014,0,4,306,0.174,52
31124_20140129,31124,29-01-2014,0,5,309,0.03,80
30672_20140129,30672,29-01-2014,0,1,382,0.096,10
31168_20140129,31168,29-01-2014,0,2,382,0.03,1844
30909_20140129,30909,29-01-2014,0,3,382,0.03,639
29686_20140129,29686,29-01-2014,0,4,382,0.03,112
30363_20140129,30363,29-01-2014,0,1,398,0.128,304
30768_20140129,30768,29-01-2014,0,3,63,0.142,54
29696_20140129,29696,29-01-2014,0,5,83,0.05,236
30032_20140129,30032,29-01-2014,0,1,83,0.324,7
31340_20140129,31340,29-01-2014,0,3,83,0.031,101
29956_20140129,29956,29-01-2014,0,4,83,0.03,51
30775_20140129,30775,29-01-2014,0,1,118,1.551,99
30708_20140129,30708,29-01-2014,0,5,311,0.03,230
30884_20140129,30884,29-01-2014,0,1,7,0.208,118
30752_20140129,30752,29-01-2014,0,1,95,1.798,9
30574_20140129,30574,29-01-2014,0,2,95,0.256,116
29661_20140129,29661,29-01-2014,0,2,379,0.121,737
31104_20140129,31104,29-01-2014,0,3,379,0.135,233
29971_20140129,29971,29-01-2014,0,4,399,0.05,117
30098_20140129,30098,29-01-2014,0,5,400,0.033,176
30270_20140129,30270,29-01-2014,0,2,400,0.03,1317
30128_20140129,30128,29-01-2014,0,1,4,1.41,246
30055_20140129,30055,29-01-2014,0,5,39,0.03,400
30792_20140129,30792,29-01-2014,0,4,39,0.038,134
29744_20140129,29744,29-01-2014,0,1,215,2.219,3
30463_20140129,30463,29-01-2014,0,2,215,0.045,250
30462_20140129,30462,29-01-2014,0,2,375,0.105,370
31224_20140129,31224,29-01-2014,0,1,6,0.215,114
31135_20140129,31135,29-01-2014,0,1,141,0.817,54
29998_20140129,29998,29-01-2014,0,3,248,0.486,122
30647_20140129,30647,29-01-2014,0,5,332,0.045,24
29833_20140129,29833,29-01-2014,0,4,332,0.045,27
30977_20140129,30977,29-01-2014,0,2,362,3.86,88
30436_20140129,30436,29-01-2014,0,2,307,9.063,2
31082_20140129,31082,29-01-2014,0,3,79,1.147,1
30741_20140129,30741,29-01-2014,0,2,385,12.082,1
31096_20140129,31096,29-01-2014,0,2,79,0.414,4
29913_20140129,29913,29-01-2014,0,2,134,0.325,9
29706_20140129,29706,29-01-2014,0,2,250,1.663,2
30636_20140129,30636,29-01-2014,0,2,307,0.255,2
30001_20140129,30001,29-01-2014,0,3,174,1.626,2
30283_20140129,30283,29-01-2014,0,3,381,22.947,2
30564_20140129,30564,29-01-2014,0,3,257,1.628,4
29765_20140129,29765,29-01-2014,0,2,309,0.362,10
31144_20140129,31144,29-01-2014,0,5,270,0.335,2
30946_20140129,30946,29-01-2014,0,2,277,0.416,4
31245_20140129,31245,29-01-2014,0,5,310,0.341,1
31014_20140129,31014,29-01-2014,0,2,310,0.574,7
30382_20140129,30382,29-01-2014,0,2,313,0.623,6
30714_20140129,30714,29-01-2014,0,3,313,1.47,2
30824_20140129,30824,29-01-2014,0,5,382,0.52,1
29786_20140129,29786,29-01-2014,0,2,382,0.263,7
29803_20140129,29803,29-01-2014,0,3,95,5.3,1
30196_20140129,30196,29-01-2014,0,2,381,0.596,11
31161_20140129,31161,29-01-2014,1,4,67,48.762,9
31140_20140129,31140,29-01-2014,1,2,291,37.457,15
29743_20140129,29743,29-01-2014,1,1,403,1.961,224
30872_20140129,30872,29-01-2014,1,1,207,55.015,11
30350_20140129,30350,29-01-2014,1,2,294,54.591,17
31328_20140129,31328,29-01-2014,1,3,294,81.016,6
31112_20140129,31112,29-01-2014,1,1,197,1.901,157
30130_20140129,30130,29-01-2014,1,2,197,1.289,49
29882_20140129,29882,29-01-2014,1,3,197,1.356,202
29815_20140129,29815,29-01-2014,1,2,314,0.568,279
30446_20140129,30446,29-01-2014,1,3,324,1.106,52
29714_20140129,29714,29-01-2014,1,2,211,0.299,239
30621_20140129,30621,29-01-2014,1,3,35,5.775,143
30761_20140129,30761,29-01-2014,1,5,124,2.105,65
30188_20140129,30188,29-01-2014,1,2,124,2.137,286
30362_20140129,30362,29-01-2014,1,3,124,3.639,80
29761_20140129,29761,29-01-2014,1,3,410,55.425,5
30512_20140129,30512,29-01-2014,1,1,216,0.627,173
31070_20140129,31070,29-01-2014,1,3,328,0.708,139
30640_20140129,30640,29-01-2014,1,1,300,2.509,48
31181_20140129,31181,29-01-2014,1,1,34,8.166,37
30265_20140129,30265,29-01-2014,1,3,76,0.789,127
31088_20140129,31088,29-01-2014,1,2,398,0.514,88
29727_20140129,29727,29-01-2014,1,2,90,1.033,109
30258_20140129,30258,29-01-2014,1,5,379,0.473,52
31225_20140129,31225,29-01-2014,1,2,379,0.6,392
30201_20140129,30201,29-01-2014,1,2,399,0.37,193
30221_20140129,30221,29-01-2014,1,3,399,0.713,51
29721_20140129,29721,29-01-2014,1,3,248,3.064,16
31373_20140129,31373,29-01-2014,1,3,45,0.613,142
30202_20140129,30202,29-01-2014,0,5,13,0.03,56
30432_20140129,30432,29-01-2014,0,3,13,0.03,810
29747_20140129,29747,29-01-2014,0,4,13,0.03,51
29997_20140129,29997,29-01-2014,0,3,48,0.294,17
29910_20140129,29910,29-01-2014,0,5,159,0.03,102
31064_20140129,31064,29-01-2014,0,1,159,0.129,10
31039_20140129,31039,29-01-2014,0,2,159,0.03,808
30905_20140129,30905,29-01-2014,0,3,159,0.03,124
30855_20140129,30855,29-01-2014,0,4,159,0.044,150
30917_20140129,30917,29-01-2014,0,1,254,0.47,64
30288_20140129,30288,29-01-2014,0,1,293,0.785,30
29789_20140129,29789,29-01-2014,0,2,293,0.339,38
29788_20140129,29788,29-01-2014,0,3,293,0.466,50
31363_20140129,31363,29-01-2014,0,5,388,0.066,9
30027_20140129,30027,29-01-2014,0,2,388,0.04,138
31334_20140129,31334,29-01-2014,0,4,388,0.072,13
30137_20140129,30137,29-01-2014,0,3,45,0.052,684
30494_20140129,30494,29-01-2014,0,1,62,0.832,7
31025_20140129,31025,29-01-2014,0,2,62,0.052,575
30929_20140129,30929,29-01-2014,0,3,62,0.078,132
30004_20140129,30004,29-01-2014,0,2,125,0.394,122
30306_20140129,30306,29-01-2014,0,2,161,0.167,168
30563_20140129,30563,29-01-2014,0,4,161,0.178,44
30402_20140129,30402,29-01-2014,0,1,381,0.62,27
30303_20140129,30303,29-01-2014,0,2,381,0.03,808
29821_20140129,29821,29-01-2014,0,3,381,0.048,240
30874_20140129,30874,29-01-2014,0,5,133,0.244,70
29897_20140129,29897,29-01-2014,0,2,133,0.217,270
30886_20140129,30886,29-01-2014,0,3,133,0.462,380
30162_20140129,30162,29-01-2014,0,4,133,0.259,114
29671_20140129,29671,29-01-2014,0,1,236,1.723,82
30407_20140129,30407,29-01-2014,0,2,236,0.625,73
30889_20140129,30889,29-01-2014,0,3,236,1.045,63
31374_20140129,31374,29-01-2014,0,4,236,0.848,4
31211_20140129,31211,29-01-2014,0,3,256,1.31,388
30347_20140129,30347,29-01-2014,0,,0,2.598,654
29662_20140129,29662,29-01-2014,0,,0,0.909,40216
31051_20140129,31051,29-01-2014,0,1,39,0.312,17
29952_20140129,29952,29-01-2014,0,3,39,0.046,288
30720_20140129,30720,29-01-2014,0,4,39,0.031,67
30168_20140129,30168,29-01-2014,0,5,40,0.071,46
30232_20140129,30232,29-01-2014,0,2,40,0.064,236
30078_20140129,30078,29-01-2014,0,3,40,0.15,276
30570_20140129,30570,29-01-2014,0,4,40,0.068,118
30300_20140129,30300,29-01-2014,0,5,60,0.169,50
31216_20140129,31216,29-01-2014,0,2,60,0.165,132
30143_20140129,30143,29-01-2014,0,4,60,0.186,14
30936_20140129,30936,29-01-2014,0,2,152,0.03,332
30495_20140130,30495,30-01-2014,0,2,90,150.756,2
30413_20140130,30413,30-01-2014,0,3,235,208.542,1
30375_20140130,30375,30-01-2014,0,2,307,60.834,3
30175_20140130,30175,30-01-2014,0,4,315,62.84,1
30864_20140130,30864,30-01-2014,0,2,315,176.267,3
29842_20140130,29842,30-01-2014,1,2,339,141.3,1
30927_20140130,30927,30-01-2014,0,1,38,2.219,542
31342_20140130,31342,30-01-2014,0,2,38,1.584,1116
30540_20140130,30540,30-01-2014,0,3,38,1.668,552
29999_20140130,29999,30-01-2014,0,3,67,9.933,95
30068_20140130,30068,30-01-2014,0,2,195,0.584,324
30541_20140130,30541,30-01-2014,0,4,195,0.743,27
30602_20140130,30602,30-01-2014,0,2,277,0.816,231
30622_20140130,30622,30-01-2014,0,3,277,1.283,75
30825_20140130,30825,30-01-2014,0,3,291,5.044,70
31012_20140130,31012,30-01-2014,0,5,307,0.485,120
31062_20140130,31062,30-01-2014,0,1,307,4.643,2
29841_20140130,29841,30-01-2014,0,2,307,0.443,298
30903_20140130,30903,30-01-2014,0,3,307,0.805,71
31308_20140130,31308,30-01-2014,0,4,307,0.59,30
31288_20140130,31288,30-01-2014,0,5,80,0.087,34
30317_20140130,30317,30-01-2014,0,2,80,0.118,334
31193_20140130,31193,30-01-2014,0,4,80,0.13,75
30531_20140130,30531,30-01-2014,0,2,83,0.03,448
30933_20140130,30933,30-01-2014,0,3,83,0.031,855
30111_20140130,30111,30-01-2014,0,5,345,0.03,273
30835_20140130,30835,30-01-2014,0,1,345,0.295,32
30108_20140130,30108,30-01-2014,0,2,345,0.03,539
30995_20140130,30995,30-01-2014,0,3,345,0.051,600
31285_20140130,31285,30-01-2014,0,4,345,0.03,58
30093_20140130,30093,30-01-2014,0,3,23,5.854,312
29967_20140130,29967,30-01-2014,0,3,116,6.888,79
31047_20140130,31047,30-01-2014,0,3,151,4.865,49
30345_20140130,30345,30-01-2014,0,1,207,10.093,226
30190_20140130,30190,30-01-2014,0,2,267,4.002,108
29732_20140130,29732,30-01-2014,0,3,267,5.593,51
30429_20140130,30429,30-01-2014,0,4,267,3.996,14
30148_20140130,30148,30-01-2014,0,2,294,9.852,177
31367_20140130,31367,30-01-2014,0,5,307,0.908,74
30280_20140130,30280,30-01-2014,0,1,307,3.702,6
30679_20140130,30679,30-01-2014,0,2,307,0.847,365
29991_20140130,29991,30-01-2014,0,3,307,1.424,92
29988_20140130,29988,30-01-2014,0,4,307,1.021,51
29917_20140130,29917,30-01-2014,0,3,332,3.497,19
30653_20140130,30653,30-01-2014,0,,0,2.564,1200
29955_20140130,29955,30-01-2014,0,,0,0.03,8828
30485_20140130,30485,30-01-2014,0,1,148,5.296,99
29826_20140130,29826,30-01-2014,0,5,226,0.428,252
30223_20140130,30223,30-01-2014,0,2,226,0.388,654
30890_20140130,30890,30-01-2014,0,5,385,1.769,18
30035_20140130,30035,30-01-2014,0,1,385,2.118,60
30386_20140130,30386,30-01-2014,0,3,385,1.74,120
30783_20140130,30783,30-01-2014,0,4,385,1.792,11
30491_20140130,30491,30-01-2014,0,2,31,0.05,861
29863_20140130,29863,30-01-2014,0,1,77,1.177,19
30481_20140130,30481,30-01-2014,0,2,77,0.505,37
30499_20140130,30499,30-01-2014,0,3,77,0.637,28
30572_20140130,30572,30-01-2014,0,1,79,0.203,8
30815_20140130,30815,30-01-2014,0,2,79,0.03,2135
30628_20140130,30628,30-01-2014,0,3,79,0.033,288
29819_20140130,29819,30-01-2014,0,4,79,0.03,71
30233_20140130,30233,30-01-2014,0,5,83,0.03,210
31302_20140130,31302,30-01-2014,0,1,83,0.351,12
31272_20140130,31272,30-01-2014,0,2,83,0.03,914
30216_20140130,30216,30-01-2014,0,3,83,0.038,306
30692_20140130,30692,30-01-2014,0,4,83,0.03,378
31004_20140130,31004,30-01-2014,0,2,104,1.753,15
31339_20140130,31339,30-01-2014,0,1,169,0.403,275
30053_20140130,30053,30-01-2014,0,5,339,0.155,41
30924_20140130,30924,30-01-2014,0,5,79,0.03,300
29896_20140130,29896,30-01-2014,0,2,84,0.037,422
30119_20140130,30119,30-01-2014,0,5,92,0.061,40
30719_20140130,30719,30-01-2014,0,2,92,0.056,468
29849_20140130,29849,30-01-2014,0,4,92,0.09,32
30887_20140130,30887,30-01-2014,0,1,278,1.181,221
30606_20140130,30606,30-01-2014,0,2,278,0.737,252
30241_20140130,30241,30-01-2014,0,3,278,0.801,306
31358_20140130,31358,30-01-2014,0,5,338,0.478,10
30335_20140130,30335,30-01-2014,0,2,355,0.527,134
30504_20140130,30504,30-01-2014,0,3,355,0.705,46
30689_20140130,30689,30-01-2014,0,2,83,0.03,437
30613_20140130,30613,30-01-2014,0,3,83,0.03,134
31266_20140130,31266,30-01-2014,0,5,134,0.03,96
31170_20140130,31170,30-01-2014,0,1,134,0.353,14
30520_20140130,30520,30-01-2014,0,2,134,0.03,892
31115_20140130,31115,30-01-2014,0,3,134,0.035,254
30253_20140130,30253,30-01-2014,0,4,134,0.031,142
30997_20140130,30997,30-01-2014,0,2,192,0.039,419
31139_20140130,31139,30-01-2014,0,3,192,0.05,256
30748_20140130,30748,30-01-2014,0,1,237,0.128,245
30150_20140130,30150,30-01-2014,0,2,237,0.107,503
29855_20140130,29855,30-01-2014,0,2,250,0.064,672
30517_20140130,30517,30-01-2014,0,3,250,0.115,57
30735_20140130,30735,30-01-2014,0,4,250,0.056,44
31212_20140130,31212,30-01-2014,0,1,327,1.114,46
30660_20140130,30660,30-01-2014,0,3,327,0.697,92
29820_20140130,29820,30-01-2014,0,2,10,0.067,113
31307_20140130,31307,30-01-2014,0,1,22,0.129,419
30669_20140130,30669,30-01-2014,0,3,22,0.112,509
30095_20140130,30095,30-01-2014,0,2,103,0.043,1674
31210_20140130,31210,30-01-2014,0,5,105,0.03,84
30438_20140130,30438,30-01-2014,0,4,105,0.03,62
30682_20140130,30682,30-01-2014,0,5,194,0.03,96
30938_20140130,30938,30-01-2014,0,1,194,0.103,11
30174_20140130,30174,30-01-2014,0,2,194,0.03,1044
31061_20140130,31061,30-01-2014,0,3,194,0.03,134
30361_20140130,30361,30-01-2014,0,4,194,0.03,162
29771_20140130,29771,30-01-2014,0,5,269,0.03,273
30837_20140130,30837,30-01-2014,0,3,269,0.033,440
30248_20140130,30248,30-01-2014,0,4,269,0.03,180
31054_20140130,31054,30-01-2014,0,2,307,0.03,445
29768_20140130,29768,30-01-2014,0,1,388,0.089,100
29926_20140130,29926,30-01-2014,0,2,388,0.06,216
29927_20140130,29927,30-01-2014,0,3,388,0.052,53
30194_20140130,30194,30-01-2014,0,4,388,0.045,14
30138_20140130,30138,30-01-2014,0,2,248,0.506,312
31153_20140130,31153,30-01-2014,0,1,308,0.348,3
30867_20140130,30867,30-01-2014,0,2,308,0.03,2336
30930_20140130,30930,30-01-2014,0,3,308,0.047,430
30309_20140130,30309,30-01-2014,0,3,314,0.111,197
30299_20140130,30299,30-01-2014,0,2,324,0.053,886
30493_20140130,30493,30-01-2014,0,5,388,0.078,10
30181_20140130,30181,30-01-2014,0,1,388,0.134,110
30762_20140130,30762,30-01-2014,0,2,388,0.066,303
30747_20140130,30747,30-01-2014,0,3,388,0.087,140
30364_20140130,30364,30-01-2014,0,4,388,0.07,16
29948_20140130,29948,30-01-2014,0,3,48,8.841,9
30219_20140130,30219,30-01-2014,0,1,61,5.257,84
31100_20140130,31100,30-01-2014,0,3,61,4.231,98
31303_20140130,31303,30-01-2014,0,1,113,1.411,662
30401_20140130,30401,30-01-2014,0,5,144,0.042,16
31171_20140130,31171,30-01-2014,0,1,144,0.093,129
29972_20140130,29972,30-01-2014,0,4,144,0.052,24
31356_20140130,31356,30-01-2014,0,2,193,0.03,704
30455_20140130,30455,30-01-2014,0,1,35,0.419,692
31347_20140130,31347,30-01-2014,0,2,35,0.293,254
29920_20140130,29920,30-01-2014,0,3,35,0.311,806
30657_20140130,30657,30-01-2014,0,2,46,0.245,276
31011_20140130,31011,30-01-2014,0,3,46,0.552,81
29810_20140130,29810,30-01-2014,0,4,46,0.33,196
30691_20140130,30691,30-01-2014,0,3,52,0.504,2772
30230_20140130,30230,30-01-2014,0,2,160,3.451,108
30537_20140130,30537,30-01-2014,0,3,160,4.867,124
30502_20140130,30502,30-01-2014,0,5,239,3.327,40
30877_20140130,30877,30-01-2014,0,1,239,22.1,10
30530_20140130,30530,30-01-2014,0,2,239,3.766,266
30324_20140130,30324,30-01-2014,0,3,239,9.443,47
30433_20140130,30433,30-01-2014,0,4,239,4.998,15
30712_20140130,30712,30-01-2014,0,5,388,0.591,38
30577_20140130,30577,30-01-2014,0,1,388,1.549,37
30292_20140130,30292,30-01-2014,0,2,388,0.428,110
31282_20140130,31282,30-01-2014,0,3,388,0.808,61
31008_20140130,31008,30-01-2014,0,5,17,27.593,58
31114_20140130,31114,30-01-2014,0,5,105,0.223,42
30434_20140130,30434,30-01-2014,0,1,105,8.843,2
30252_20140130,30252,30-01-2014,0,2,105,0.279,174
30697_20140130,30697,30-01-2014,0,4,105,0.304,25
30240_20140130,30240,30-01-2014,0,2,124,0.08,1055
30247_20140130,30247,30-01-2014,0,3,124,0.106,339
30293_20140130,30293,30-01-2014,0,3,196,0.46,216
29667_20140130,29667,30-01-2014,0,2,221,1.722,28
31093_20140130,31093,30-01-2014,0,2,367,0.187,233
30290_20140130,30290,30-01-2014,0,3,367,0.696,72
31149_20140130,31149,30-01-2014,0,2,381,0.195,235
30664_20140130,30664,30-01-2014,0,3,381,1.694,106
30246_20140130,30246,30-01-2014,0,4,381,0.523,120
30298_20140130,30298,30-01-2014,0,1,410,10.962,64
30088_20140130,30088,30-01-2014,0,3,6,0.168,32
30776_20140130,30776,30-01-2014,0,3,61,0.143,135
31352_20140130,31352,30-01-2014,0,5,257,0.042,28
31073_20140130,31073,30-01-2014,0,1,257,0.763,2
30156_20140130,30156,30-01-2014,0,3,257,0.056,42
30545_20140130,30545,30-01-2014,0,4,257,0.045,14
29806_20140130,29806,30-01-2014,0,2,367,0.03,244
31254_20140130,31254,30-01-2014,0,2,54,0.254,54
30841_20140130,30841,30-01-2014,0,1,217,0.094,278
30840_20140130,30840,30-01-2014,0,3,217,0.151,14
30022_20140130,30022,30-01-2014,0,1,310,0.218,7
31080_20140130,31080,30-01-2014,0,2,310,0.03,286
30301_20140130,30301,30-01-2014,0,1,7,0.516,676
31229_20140130,31229,30-01-2014,0,5,14,0.03,150
30667_20140130,30667,30-01-2014,0,1,14,0.357,21
30341_20140130,30341,30-01-2014,0,3,159,0.03,210
30423_20140130,30423,30-01-2014,0,3,250,0.14,53
30312_20140130,30312,30-01-2014,0,2,328,0.114,524
29843_20140130,29843,30-01-2014,0,3,328,0.12,507
30916_20140130,30916,30-01-2014,0,5,250,0.077,20
30928_20140130,30928,30-01-2014,0,3,250,0.1,200
30474_20140130,30474,30-01-2014,0,3,300,0.72,289
30900_20140130,30900,30-01-2014,0,5,309,0.03,122
30483_20140130,30483,30-01-2014,0,3,309,0.031,98
30404_20140130,30404,30-01-2014,0,4,309,0.03,128
29748_20140130,29748,30-01-2014,0,1,61,0.329,116
30084_20140130,30084,30-01-2014,0,3,61,0.192,465
30357_20140130,30357,30-01-2014,0,2,133,0.03,288
29751_20140130,29751,30-01-2014,0,3,133,0.034,95
31310_20140130,31310,30-01-2014,0,1,270,0.127,39
31043_20140130,31043,30-01-2014,0,5,277,0.042,144
30742_20140130,30742,30-01-2014,0,1,277,0.152,7
30061_20140130,30061,30-01-2014,0,2,277,0.03,1605
31091_20140130,31091,30-01-2014,0,4,277,0.03,55
29762_20140130,29762,30-01-2014,0,1,310,0.1,24
29683_20140130,29683,30-01-2014,0,2,310,0.03,874
30970_20140130,30970,30-01-2014,0,3,310,0.03,266
31183_20140130,31183,30-01-2014,0,4,310,0.03,73
30237_20140130,30237,30-01-2014,0,3,357,0.069,1258
30627_20140130,30627,30-01-2014,0,5,395,0.042,67
30136_20140130,30136,30-01-2014,0,3,395,0.056,101
30147_20140130,30147,30-01-2014,0,,0,0.133,20487
29738_20140130,29738,30-01-2014,0,2,6,2.215,66
30002_20140130,30002,30-01-2014,0,5,150,0.176,45
31048_20140130,31048,30-01-2014,0,2,150,0.172,408
30351_20140130,30351,30-01-2014,0,4,150,0.206,30
30140_20140130,30140,30-01-2014,0,3,316,11.091,2
30445_20140130,30445,30-01-2014,0,1,46,0.735,13
30390_20140130,30390,30-01-2014,0,3,46,0.05,280
30673_20140130,30673,30-01-2014,0,4,46,0.033,360
31032_20140130,31032,30-01-2014,0,2,161,0.117,346
31113_20140130,31113,30-01-2014,0,3,172,0.099,726
30899_20140130,30899,30-01-2014,0,2,242,6.549,21
30185_20140130,30185,30-01-2014,0,5,310,0.031,210
30243_20140130,30243,30-01-2014,0,1,310,0.372,12
31230_20140130,31230,30-01-2014,0,2,16,0.095,186
30023_20140130,30023,30-01-2014,0,3,16,0.152,89
30642_20140130,30642,30-01-2014,0,4,16,0.121,12
29857_20140130,29857,30-01-2014,0,3,34,0.524,295
30159_20140130,30159,30-01-2014,0,5,313,0.03,85
29984_20140130,29984,30-01-2014,0,2,313,0.03,435
30160_20140130,30160,30-01-2014,0,3,313,0.042,460
30734_20140130,30734,30-01-2014,0,4,313,0.033,98
31072_20140130,31072,30-01-2014,0,1,355,1.349,30
29912_20140130,29912,30-01-2014,0,5,48,0.217,22
30295_20140130,30295,30-01-2014,0,3,48,0.385,98
31321_20140130,31321,30-01-2014,0,5,236,0.094,13
31333_20140130,31333,30-01-2014,0,1,236,0.109,104
30774_20140130,30774,30-01-2014,0,4,236,0.05,6
29797_20140130,29797,30-01-2014,0,4,306,0.163,51
31124_20140130,31124,30-01-2014,0,5,309,0.059,104
30672_20140130,30672,30-01-2014,0,1,382,0.249,3
31168_20140130,31168,30-01-2014,0,2,382,0.03,1256
30909_20140130,30909,30-01-2014,0,3,382,0.626,387
29686_20140130,29686,30-01-2014,0,4,382,0.033,182
30363_20140130,30363,30-01-2014,0,1,398,0.127,297
30768_20140130,30768,30-01-2014,0,3,63,0.134,54
29696_20140130,29696,30-01-2014,0,5,83,0.03,154
30032_20140130,30032,30-01-2014,0,1,83,0.259,11
31340_20140130,31340,30-01-2014,0,3,83,0.03,59
29956_20140130,29956,30-01-2014,0,4,83,0.03,60
30775_20140130,30775,30-01-2014,0,1,118,1.402,89
30708_20140130,30708,30-01-2014,0,5,311,0.03,92
30884_20140130,30884,30-01-2014,0,1,7,0.183,137
30752_20140130,30752,30-01-2014,0,1,95,1.506,9
30574_20140130,30574,30-01-2014,0,2,95,0.223,110
29661_20140130,29661,30-01-2014,0,2,379,0.121,733
31104_20140130,31104,30-01-2014,0,3,379,0.145,258
29971_20140130,29971,30-01-2014,0,4,399,0.052,112
30098_20140130,30098,30-01-2014,0,5,400,0.03,196
30270_20140130,30270,30-01-2014,0,2,400,0.03,1371
30128_20140130,30128,30-01-2014,0,1,4,1.356,201
30055_20140130,30055,30-01-2014,0,5,39,0.03,372
30792_20140130,30792,30-01-2014,0,4,39,0.034,134
29744_20140130,29744,30-01-2014,0,1,215,2.134,7
30463_20140130,30463,30-01-2014,0,2,215,0.04,228
30462_20140130,30462,30-01-2014,0,2,375,0.105,292
31224_20140130,31224,30-01-2014,0,1,6,0.228,122
31135_20140130,31135,30-01-2014,0,1,141,0.797,56
29998_20140130,29998,30-01-2014,0,3,248,0.515,100
30647_20140130,30647,30-01-2014,0,5,332,0.062,35
29833_20140130,29833,30-01-2014,0,4,332,0.06,24
30977_20140130,30977,30-01-2014,0,2,362,3.57,94
30436_20140130,30436,30-01-2014,0,2,307,9.923,2
31276_20140130,31276,30-01-2014,0,2,80,3.959,1
31096_20140130,31096,30-01-2014,0,2,79,0.346,12
30153_20140130,30153,30-01-2014,0,3,83,0.89,1
30102_20140130,30102,30-01-2014,0,4,83,0.458,5
29913_20140130,29913,30-01-2014,0,2,134,0.353,6
29706_20140130,29706,30-01-2014,0,2,250,1.639,2
30636_20140130,30636,30-01-2014,0,2,307,0.274,6
30018_20140130,30018,30-01-2014,0,4,307,0.339,1
30001_20140130,30001,30-01-2014,0,3,174,2.28,2
29765_20140130,29765,30-01-2014,0,2,309,0.209,10
30946_20140130,30946,30-01-2014,0,2,277,0.332,6
31245_20140130,31245,30-01-2014,0,5,310,2.953,3
31014_20140130,31014,30-01-2014,0,2,310,0.699,5
30382_20140130,30382,30-01-2014,0,2,313,0.701,10
30714_20140130,30714,30-01-2014,0,3,313,1.84,1
30824_20140130,30824,30-01-2014,0,5,382,0.608,3
29786_20140130,29786,30-01-2014,0,2,382,0.283,3
30328_20140130,30328,30-01-2014,0,1,63,6.304,5
30196_20140130,30196,30-01-2014,0,2,381,0.789,3
31161_20140130,31161,30-01-2014,1,4,67,53.096,11
31140_20140130,31140,30-01-2014,1,2,291,36.575,17
29743_20140130,29743,30-01-2014,1,1,403,1.892,199
30872_20140130,30872,30-01-2014,1,1,207,52.827,14
30350_20140130,30350,30-01-2014,1,2,294,52.033,20
31328_20140130,31328,30-01-2014,1,3,294,91.853,7
31112_20140130,31112,30-01-2014,1,1,197,1.901,123
30130_20140130,30130,30-01-2014,1,2,197,1.214,46
29882_20140130,29882,30-01-2014,1,3,197,1.352,162
29815_20140130,29815,30-01-2014,1,2,314,0.523,245
30446_20140130,30446,30-01-2014,1,3,324,1.025,50
29714_20140130,29714,30-01-2014,1,2,211,0.294,190
30621_20140130,30621,30-01-2014,1,3,35,5.717,136
30761_20140130,30761,30-01-2014,1,5,124,2.056,81
30188_20140130,30188,30-01-2014,1,2,124,2.188,247
30362_20140130,30362,30-01-2014,1,3,124,3.862,72
29761_20140130,29761,30-01-2014,1,3,410,54.293,11
30512_20140130,30512,30-01-2014,1,1,216,0.592,170
31070_20140130,31070,30-01-2014,1,3,328,0.716,143
30640_20140130,30640,30-01-2014,1,1,300,2.445,72
31181_20140130,31181,30-01-2014,1,1,34,8.116,38
30265_20140130,30265,30-01-2014,1,3,76,0.775,121
31088_20140130,31088,30-01-2014,1,2,398,0.495,80
29727_20140130,29727,30-01-2014,1,2,90,0.995,103
30258_20140130,30258,30-01-2014,1,5,379,0.449,50
31225_20140130,31225,30-01-2014,1,2,379,0.638,362
30201_20140130,30201,30-01-2014,1,2,399,0.357,173
30221_20140130,30221,30-01-2014,1,3,399,0.663,34
29721_20140130,29721,30-01-2014,1,3,248,3.247,14
31373_20140130,31373,30-01-2014,1,3,45,0.617,151
30202_20140130,30202,30-01-2014,0,5,13,0.03,44
30432_20140130,30432,30-01-2014,0,3,13,0.03,935
29747_20140130,29747,30-01-2014,0,4,13,0.032,69
29997_20140130,29997,30-01-2014,0,3,48,0.296,13
29910_20140130,29910,30-01-2014,0,5,159,0.03,81
31064_20140130,31064,30-01-2014,0,1,159,0.11,13
31039_20140130,31039,30-01-2014,0,2,159,0.03,688
30905_20140130,30905,30-01-2014,0,3,159,0.03,128
30855_20140130,30855,30-01-2014,0,4,159,0.03,102
30917_20140130,30917,30-01-2014,0,1,254,0.439,65
30288_20140130,30288,30-01-2014,0,1,293,0.704,30
29789_20140130,29789,30-01-2014,0,2,293,0.3,30
29788_20140130,29788,30-01-2014,0,3,293,0.434,50
30048_20140130,30048,30-01-2014,0,4,293,0.234,2
31363_20140130,31363,30-01-2014,0,5,388,0.047,13
30027_20140130,30027,30-01-2014,0,2,388,0.038,96
